Data,WTB3MS,
2012-11-30,0.09,1.73077E-05
2012-12-07,0.10,1.92308E-05
2012-12-14,0.07,1.34615E-05
2012-12-21,0.06,1.15385E-05
2012-12-28,0.06,1.15385E-05
2013-01-04,0.07,1.34615E-05
2013-01-11,0.07,1.34615E-05
2013-01-18,0.08,1.53846E-05
2013-01-25,0.08,1.53846E-05
2013-02-01,0.07,1.34615E-05
2013-02-08,0.07,1.34615E-05
2013-02-15,0.10,1.92308E-05
2013-02-22,0.13,0.000025
2013-03-01,0.12,2.30769E-05
2013-03-08,0.10,1.92308E-05
2013-03-15,0.10,1.92308E-05
2013-03-22,0.07,1.34615E-05
2013-03-29,0.08,1.53846E-05
2013-04-05,0.07,1.34615E-05
2013-04-12,0.07,1.34615E-05
2013-04-19,0.06,1.15385E-05
2013-04-26,0.05,9.61538E-06
2013-05-03,0.05,9.61538E-06
2013-05-10,0.04,7.69231E-06
2013-05-17,0.04,7.69231E-06
2013-05-24,0.04,7.69231E-06
2013-05-31,0.05,9.61538E-06
2013-06-07,0.05,9.61538E-06
2013-06-14,0.05,9.61538E-06
2013-06-21,0.05,9.61538E-06
2013-06-28,0.06,1.15385E-05
2013-07-05,0.04,7.69231E-06
2013-07-12,0.04,7.69231E-06
2013-07-19,0.03,5.76923E-06
2013-07-26,0.03,5.76923E-06
2013-08-02,0.04,7.69231E-06
2013-08-09,0.05,9.61538E-06
2013-08-16,0.05,9.61538E-06
2013-08-23,0.04,7.69231E-06
2013-08-30,0.03,5.76923E-06
2013-09-06,0.02,3.84615E-06
2013-09-13,0.02,3.84615E-06
2013-09-20,0.01,1.92308E-06
2013-09-27,0.02,3.84615E-06
2013-10-04,0.02,3.84615E-06
2013-10-11,0.05,9.61538E-06
2013-10-18,0.08,1.53846E-05
2013-10-25,0.04,7.69231E-06
2013-11-01,0.04,7.69231E-06
2013-11-08,0.05,9.61538E-06
2013-11-15,0.08,1.53846E-05
2013-11-22,0.08,1.53846E-05
2013-11-29,0.07,1.34615E-05
2013-12-06,0.06,1.15385E-05
2013-12-13,0.07,1.34615E-05
2013-12-20,0.07,1.34615E-05
2013-12-27,0.07,1.34615E-05
2014-01-03,0.07,1.34615E-05
2014-01-10,0.05,9.61538E-06
2014-01-17,0.04,7.69231E-06
2014-01-24,0.04,7.69231E-06
2014-01-31,0.04,7.69231E-06
2014-02-07,0.07,1.34615E-05
2014-02-14,0.04,7.69231E-06
2014-02-21,0.05,9.61538E-06
2014-02-28,0.05,9.61538E-06
2014-03-07,0.05,9.61538E-06
2014-03-14,0.05,9.61538E-06
2014-03-21,0.06,1.15385E-05
2014-03-28,0.05,9.61538E-06
2014-04-04,0.03,5.76923E-06
2014-04-11,0.04,7.69231E-06
2014-04-18,0.04,7.69231E-06
2014-04-25,0.03,5.76923E-06
2014-05-02,0.03,5.76923E-06
2014-05-09,0.03,5.76923E-06
2014-05-16,0.03,5.76923E-06
2014-05-23,0.03,5.76923E-06
2014-05-30,0.04,7.69231E-06
2014-06-06,0.04,7.69231E-06
2014-06-13,0.04,7.69231E-06
2014-06-20,0.03,5.76923E-06
2014-06-27,0.03,5.76923E-06
2014-07-04,0.02,3.84615E-06
2014-07-11,0.03,5.76923E-06
2014-07-18,0.02,3.84615E-06
2014-07-25,0.03,5.76923E-06
2014-08-01,0.03,5.76923E-06
2014-08-08,0.03,5.76923E-06
2014-08-15,0.04,7.69231E-06
2014-08-22,0.03,5.76923E-06
2014-08-29,0.03,5.76923E-06
2014-09-05,0.03,5.76923E-06
2014-09-12,0.02,3.84615E-06
2014-09-19,0.02,3.84615E-06
2014-09-26,0.01,1.92308E-06
2014-10-03,0.02,3.84615E-06
2014-10-10,0.01,1.92308E-06
2014-10-17,0.02,3.84615E-06
2014-10-24,0.02,3.84615E-06
2014-10-31,0.02,3.84615E-06
2014-11-07,0.03,5.76923E-06
2014-11-14,0.02,3.84615E-06
2014-11-21,0.02,3.84615E-06
2014-11-28,0.02,3.84615E-06
2014-12-05,0.02,3.84615E-06
2014-12-12,0.03,5.76923E-06
2014-12-19,0.04,7.69231E-06
2014-12-26,0.03,5.76923E-06
2015-01-02,0.03,5.76923E-06
2015-01-09,0.03,5.76923E-06
2015-01-16,0.03,5.76923E-06
2015-01-23,0.03,5.76923E-06
2015-01-30,0.02,3.84615E-06
2015-02-06,0.02,3.84615E-06
2015-02-13,0.01,1.92308E-06
2015-02-20,0.02,3.84615E-06
2015-02-27,0.02,3.84615E-06
2015-03-06,0.02,3.84615E-06
2015-03-13,0.03,5.76923E-06
2015-03-20,0.03,5.76923E-06
2015-03-27,0.03,5.76923E-06
2015-04-03,0.03,5.76923E-06
2015-04-10,0.03,5.76923E-06
2015-04-17,0.02,3.84615E-06
2015-04-24,0.03,5.76923E-06
2015-05-01,0.01,1.92308E-06
2015-05-08,0.01,1.92308E-06
2015-05-15,0.02,3.84615E-06
2015-05-22,0.02,3.84615E-06
2015-05-29,0.01,1.92308E-06
2015-06-05,0.02,3.84615E-06
2015-06-12,0.02,3.84615E-06
2015-06-19,0.01,1.92308E-06
2015-06-26,0.01,1.92308E-06
2015-07-03,0.01,1.92308E-06
2015-07-10,0.02,3.84615E-06
2015-07-17,0.02,3.84615E-06
2015-07-24,0.04,7.69231E-06
2015-07-31,0.06,1.15385E-05
2015-08-07,0.07,1.34615E-05
2015-08-14,0.10,1.92308E-05
2015-08-21,0.05,9.61538E-06
2015-08-28,0.06,1.15385E-05
2015-09-04,0.04,7.69231E-06
2015-09-11,0.04,7.69231E-06
2015-09-18,0.04,7.69231E-06
2015-09-25,0.00,0
2015-10-02,0.00,0
2015-10-09,0.00,0
2015-10-16,0.01,1.92308E-06
2015-10-23,0.01,1.92308E-06
2015-10-30,0.05,9.61538E-06
2015-11-06,0.06,1.15385E-05
2015-11-13,0.14,2.69231E-05
2015-11-20,0.13,0.000025
2015-11-27,0.17,3.26923E-05
2015-12-04,0.21,4.03846E-05
2015-12-11,0.26,0.00005
2015-12-18,0.24,4.61538E-05
2015-12-25,0.21,4.03846E-05
2016-01-01,0.21,4.03846E-05
2016-01-08,0.21,4.03846E-05
2016-01-15,0.22,4.23077E-05
2016-01-22,0.28,5.38462E-05
2016-01-29,0.32,6.15385E-05
2016-02-05,0.32,6.15385E-05
2016-02-12,0.30,5.76923E-05
2016-02-19,0.30,5.76923E-05
2016-02-26,0.32,6.15385E-05
2016-03-04,0.31,5.96154E-05
2016-03-11,0.31,5.96154E-05
2016-03-18,0.31,5.96154E-05
2016-03-25,0.30,5.76923E-05
2016-04-01,0.23,4.42308E-05
2016-04-08,0.23,4.42308E-05
2016-04-15,0.22,4.23077E-05
2016-04-22,0.22,4.23077E-05
2016-04-29,0.23,4.42308E-05
2016-05-06,0.20,3.84615E-05
2016-05-13,0.26,0.00005
2016-05-20,0.30,5.76923E-05
2016-05-27,0.33,6.34615E-05
2016-06-03,0.30,5.76923E-05
2016-06-10,0.26,0.00005
2016-06-17,0.27,5.19231E-05
2016-06-24,0.28,5.38462E-05
2016-07-01,0.26,0.00005
2016-07-08,0.28,5.38462E-05
2016-07-15,0.31,5.96154E-05
2016-07-22,0.32,6.15385E-05
2016-07-29,0.29,5.57692E-05
2016-08-05,0.28,5.38462E-05
2016-08-12,0.29,5.57692E-05
2016-08-19,0.29,5.57692E-05
2016-08-26,0.31,5.96154E-05
2016-09-02,0.33,6.34615E-05
2016-09-09,0.34,6.53846E-05
2016-09-16,0.33,6.34615E-05
2016-09-23,0.24,4.61538E-05
2016-09-30,0.26,0.00005
2016-10-07,0.32,6.15385E-05
2016-10-14,0.33,6.34615E-05
2016-10-21,0.34,6.53846E-05
2016-10-28,0.32,6.15385E-05
2016-11-04,0.36,6.92308E-05
2016-11-11,0.44,8.46154E-05
2016-11-18,0.47,9.03846E-05
2016-11-25,0.48,9.23077E-05
2016-12-02,0.48,9.23077E-05
2016-12-09,0.50,9.61538E-05
2016-12-16,0.52,0.0001
2016-12-23,0.51,9.80769E-05
2016-12-30,0.50,9.61538E-05
2017-01-06,0.52,0.0001
2017-01-13,0.51,9.80769E-05
2017-01-20,0.52,0.0001
2017-01-27,0.50,9.61538E-05
2017-02-03,0.51,9.80769E-05
2017-02-10,0.53,0.000101923
2017-02-17,0.53,0.000101923
2017-02-24,0.52,0.0001
2017-03-03,0.60,0.000115385
2017-03-10,0.73,0.000140385
2017-03-17,0.74,0.000142308
2017-03-24,0.76,0.000146154
2017-03-31,0.77,0.000148077
2017-04-07,0.79,0.000151923
2017-04-14,0.81,0.000155769
2017-04-21,0.80,0.000153846
2017-04-28,0.80,0.000153846
2017-05-05,0.84,0.000161538
2017-05-12,0.88,0.000169231
2017-05-19,0.90,0.000173077
2017-05-26,0.92,0.000176923
2017-06-02,0.95,0.000182692
2017-06-09,0.97,0.000186538
2017-06-16,0.99,0.000190385
2017-06-23,0.97,0.000186538
2017-06-30,1.00,0.000192308
2017-07-07,1.03,0.000198077
2017-07-14,1.03,0.000198077
2017-07-21,1.09,0.000209615
2017-07-28,1.11,0.000213462
2017-08-04,1.06,0.000203846
2017-08-11,1.03,0.000198077
2017-08-18,1.00,0.000192308
2017-08-25,0.99,0.000190385
2017-09-01,1.00,0.000192308
2017-09-08,1.03,0.000198077
2017-09-15,1.03,0.000198077
2017-09-22,1.02,0.000196154
2017-09-29,1.04,0.0002
2017-10-06,1.04,0.0002
2017-10-13,1.07,0.000205769
2017-10-20,1.08,0.000207692
2017-10-27,1.09,0.000209615
2017-11-03,1.14,0.000219231
2017-11-10,1.20,0.000230769
2017-11-17,1.24,0.000238462
2017-11-24,1.27,0.000244231
2017-12-01,1.26,0.000242308
2017-12-08,1.27,0.000244231
2017-12-15,1.30,0.00025
2017-12-22,1.34,0.000257692
2017-12-29,1.40,0.000269231
2018-01-05,1.39,0.000267308
2018-01-12,1.41,0.000271154
2018-01-19,1.43,0.000275
2018-01-26,1.41,0.000271154
2018-02-02,1.44,0.000276923
2018-02-09,1.52,0.000292308
2018-02-16,1.58,0.000303846
2018-02-23,1.62,0.000311538
2018-03-02,1.63,0.000313462
2018-03-09,1.65,0.000317308
2018-03-16,1.72,0.000330769
2018-03-23,1.73,0.000332692
2018-03-30,1.73,0.000332692
2018-04-06,1.71,0.000328846
2018-04-13,1.72,0.000330769
2018-04-20,1.78,0.000342308
2018-04-27,1.81,0.000348077
2018-05-04,1.81,0.000348077
2018-05-11,1.85,0.000355769
2018-05-18,1.88,0.000361538
2018-05-25,1.88,0.000361538
2018-06-01,1.89,0.000363462
2018-06-08,1.90,0.000365385
2018-06-15,1.90,0.000365385
2018-06-22,1.90,0.000365385
2018-06-29,1.89,0.000363462
2018-07-06,1.94,0.000373077
2018-07-13,1.94,0.000373077
2018-07-20,1.97,0.000378846
2018-07-27,1.96,0.000376923
2018-08-03,1.99,0.000382692
2018-08-10,2.02,0.000388462
2018-08-17,2.03,0.000390385
2018-08-24,2.04,0.000392308
2018-08-31,2.08,0.0004
2018-09-07,2.10,0.000403846
2018-09-14,2.11,0.000405769
2018-09-21,2.13,0.000409615
2018-09-28,2.16,0.000415385
2018-10-05,2.19,0.000421154
2018-10-12,2.22,0.000426923
2018-10-19,2.27,0.000436538
2018-10-26,2.29,0.000440385
2018-11-02,2.29,0.000440385
2018-11-09,2.31,0.000444231
2018-11-16,2.33,0.000448077
2018-11-23,2.35,0.000451923
2018-11-30,2.34,0.00045
2018-12-07,2.36,0.000453846
2018-12-14,2.38,0.000457692
2018-12-21,2.35,0.000451923
2018-12-28,2.38,0.000457692
2019-01-04,2.38,0.000457692
2019-01-11,2.40,0.000461538
2019-01-18,2.38,0.000457692
2019-01-25,2.35,0.000451923
2019-02-01,2.36,0.000453846
2019-02-08,2.37,0.000455769
2019-02-15,2.39,0.000459615
2019-02-22,2.41,0.000463462
2019-03-01,2.40,0.000461538
2019-03-08,2.41,0.000463462
2019-03-15,2.40,0.000461538
2019-03-22,2.41,0.000463462
2019-03-29,2.39,0.000459615
2019-04-05,2.38,0.000457692
2019-04-12,2.38,0.000457692
2019-04-19,2.38,0.000457692
2019-04-26,2.39,0.000459615
2019-05-03,2.39,0.000459615
2019-05-10,2.38,0.000457692
2019-05-17,2.36,0.000453846
2019-05-24,2.33,0.000448077
2019-05-31,2.32,0.000446154
2019-06-07,2.28,0.000438462
2019-06-14,2.19,0.000421154
2019-06-21,2.13,0.000409615
2019-06-28,2.08,0.0004
2019-07-05,2.16,0.000415385
2019-07-12,2.16,0.000415385
2019-07-19,2.07,0.000398077
2019-07-26,2.05,0.000394231
2019-08-02,2.04,0.000392308
2019-08-09,1.99,0.000382692
2019-08-16,1.91,0.000367308
2019-08-23,1.92,0.000369231
2019-08-30,1.95,0.000375
2019-09-06,1.93,0.000371154
2019-09-13,1.92,0.000369231
2019-09-20,1.91,0.000367308
2019-09-27,1.84,0.000353846
2019-10-04,1.74,0.000334615
2019-10-11,1.67,0.000321154
2019-10-18,1.63,0.000313462
2019-10-25,1.63,0.000313462
2019-11-01,1.56,0.0003
2019-11-08,1.52,0.000292308
2019-11-15,1.55,0.000298077
2019-11-22,1.54,0.000296154
2019-11-29,1.58,0.000303846
2019-12-06,1.53,0.000294231
2019-12-13,1.53,0.000294231
2019-12-20,1.54,0.000296154
2019-12-27,1.55,0.000298077
2020-01-03,1.52,0.000292308
2020-01-10,1.51,0.000290385
2020-01-17,1.53,0.000294231
2020-01-24,1.52,0.000292308
2020-01-31,1.53,0.000294231
2020-02-07,1.54,0.000296154
2020-02-14,1.55,0.000298077
2020-02-21,1.55,0.000298077
2020-02-28,1.43,0.000275
2020-03-06,0.76,0.000146154
2020-03-13,0.35,6.73077E-05
2020-03-20,0.11,2.11538E-05
2020-03-27,-0.01,-1.92308E-06
2020-04-03,0.10,1.92308E-05
2020-04-10,0.19,3.65385E-05
2020-04-17,0.17,3.26923E-05
2020-04-24,0.12,2.30769E-05
2020-05-01,0.11,2.11538E-05
2020-05-08,0.12,2.30769E-05
2020-05-15,0.12,2.30769E-05
2020-05-22,0.12,2.30769E-05
2020-05-29,0.15,2.88462E-05
2020-06-05,0.15,2.88462E-05
2020-06-12,0.17,3.26923E-05
2020-06-19,0.17,3.26923E-05
2020-06-26,0.15,2.88462E-05
2020-07-03,0.15,2.88462E-05
2020-07-10,0.14,2.69231E-05
2020-07-17,0.13,0.000025
2020-07-24,0.12,2.30769E-05
2020-07-31,0.10,1.92308E-05
2020-08-07,0.10,1.92308E-05
2020-08-14,0.11,2.11538E-05
2020-08-21,0.10,1.92308E-05
2020-08-28,0.11,2.11538E-05
2020-09-04,0.11,2.11538E-05
2020-09-11,0.12,2.30769E-05
2020-09-18,0.11,2.11538E-05
2020-09-25,0.10,1.92308E-05
2020-10-02,0.10,1.92308E-05
2020-10-09,0.10,1.92308E-05
2020-10-16,0.11,2.11538E-05
2020-10-23,0.10,1.92308E-05
2020-10-30,0.10,1.92308E-05
2020-11-06,0.10,1.92308E-05
2020-11-13,0.10,1.92308E-05
2020-11-20,0.08,1.53846E-05
2020-11-27,0.09,1.73077E-05
2020-12-04,0.09,1.73077E-05
2020-12-11,0.08,1.53846E-05
2020-12-18,0.08,1.53846E-05
2020-12-25,0.09,1.73077E-05
2021-01-01,0.10,1.92308E-05
2021-01-08,0.09,1.73077E-05
2021-01-15,0.09,1.73077E-05
2021-01-22,0.09,1.73077E-05
2021-01-29,0.07,1.34615E-05
2021-02-05,0.05,9.61538E-06
2021-02-12,0.05,9.61538E-06
2021-02-19,0.04,7.69231E-06
2021-02-26,0.04,7.69231E-06
2021-03-05,0.04,7.69231E-06
2021-03-12,0.04,7.69231E-06
2021-03-19,0.02,3.84615E-06
2021-03-26,0.02,3.84615E-06
2021-04-02,0.02,3.84615E-06
2021-04-09,0.02,3.84615E-06
2021-04-16,0.02,3.84615E-06
2021-04-23,0.03,5.76923E-06
2021-04-30,0.01,1.92308E-06
2021-05-07,0.02,3.84615E-06
2021-05-14,0.02,3.84615E-06
2021-05-21,0.01,1.92308E-06
2021-05-28,0.02,3.84615E-06
2021-06-04,0.02,3.84615E-06
2021-06-11,0.03,5.76923E-06
2021-06-18,0.04,7.69231E-06
2021-06-25,0.05,9.61538E-06
2021-07-02,0.05,9.61538E-06
2021-07-09,0.06,1.15385E-05
2021-07-16,0.05,9.61538E-06
2021-07-23,0.05,9.61538E-06
2021-07-30,0.05,9.61538E-06
2021-08-06,0.05,9.61538E-06
2021-08-13,0.06,1.15385E-05
2021-08-20,0.06,1.15385E-05
2021-08-27,0.05,9.61538E-06
2021-09-03,0.05,9.61538E-06
2021-09-10,0.05,9.61538E-06
2021-09-17,0.04,7.69231E-06
2021-09-24,0.03,5.76923E-06
2021-10-01,0.04,7.69231E-06
2021-10-08,0.04,7.69231E-06
2021-10-15,0.05,9.61538E-06
2021-10-22,0.06,1.15385E-05
2021-10-29,0.06,1.15385E-05
2021-11-05,0.05,9.61538E-06
2021-11-12,0.05,9.61538E-06
2021-11-19,0.05,9.61538E-06
2021-11-26,0.06,1.15385E-05
2021-12-03,0.06,1.15385E-05
2021-12-10,0.06,1.15385E-05
2021-12-17,0.05,9.61538E-06
2021-12-24,0.08,1.53846E-05
2021-12-31,0.06,1.15385E-05
2022-01-07,0.09,1.73077E-05
2022-01-14,0.12,2.30769E-05
2022-01-21,0.17,3.26923E-05
2022-01-28,0.20,3.84615E-05
2022-02-04,0.22,4.23077E-05
2022-02-11,0.32,6.15385E-05
2022-02-18,0.39,0.000075
2022-02-25,0.35,6.73077E-05
2022-03-04,0.34,6.53846E-05
2022-03-11,0.38,7.30769E-05
2022-03-18,0.43,8.26923E-05
2022-03-25,0.52,0.0001
2022-04-01,0.55,0.000105769
2022-04-08,0.67,0.000128846
2022-04-15,0.76,0.000146154
2022-04-22,0.82,0.000157692
2022-04-29,0.85,0.000163462
2022-05-06,0.87,0.000167308
2022-05-13,0.93,0.000178846
2022-05-20,1.04,0.0002
2022-05-27,1.06,0.000203846
2022-06-03,1.14,0.000219231
2022-06-10,1.26,0.000242308
2022-06-17,1.66,0.000319231
2022-06-24,1.62,0.000311538
2022-07-01,1.71,0.000328846
2022-07-08,1.88,0.000361538
2022-07-15,2.25,0.000432692
2022-07-22,2.43,0.000467308
2022-07-29,2.42,0.000465385
2022-08-05,2.46,0.000473077
2022-08-12,2.55,0.000490385
2022-08-19,2.62,0.000503846
2022-08-26,2.75,0.000528846
2022-09-02,2.87,0.000551923
2022-09-09,2.97,0.000571154
2022-09-16,3.13,0.000601923
2022-09-23,3.21,0.000617308
2022-09-30,3.27,0.000628846
2022-10-07,3.32,0.000638462
2022-10-14,3.60,0.000692308
2022-10-21,3.89,0.000748077
2022-10-28,3.97,0.000763462
2022-11-04,4.05,0.000778846
2022-11-11,4.11,0.000790385
2022-11-18,4.14,0.000796154
2022-11-25,4.22,0.000811538
2022-12-02,4.26,0.000819231
2022-12-09,4.22,0.000811538
2022-12-16,4.24,0.000815385
2022-12-23,4.24,0.000815385
2022-12-30,4.34,0.000834615
2023-01-06,4.46,0.000857692
2023-01-13,4.54,0.000873077
2023-01-20,4.56,0.000876923
2023-01-27,4.57,0.000878846
2023-02-03,4.56,0.000876923
2023-02-10,4.61,0.000886538
2023-02-17,4.68,0.0009
2023-02-24,4.72,0.000907692
2023-03-03,4.73,0.000909615
2023-03-10,4.84,0.000930769
2023-03-17,4.59,0.000882692
2023-03-24,4.61,0.000886538
2023-03-31,4.70,0.000903846
2023-04-07,4.76,0.000915385
2023-04-14,4.93,0.000948077
2023-04-21,5.01,0.000963462
2023-04-28,5.00,0.000961538
2023-05-05,5.09,0.000978846
2023-05-12,5.10,0.000980769
2023-05-19,5.10,0.000980769
2023-05-26,5.20,0.001
2023-06-02,5.25,0.001009615
2023-06-09,5.15,0.000990385
2023-06-16,5.10,0.000980769
2023-06-23,5.15,0.000990385
2023-06-30,5.20,0.001
2023-07-07,5.22,0.001003846
2023-07-14,5.25,0.001009615
2023-07-21,5.26,0.001011538
2023-07-28,5.28,0.001015385
2023-08-04,5.27,0.001013462
2023-08-11,5.29,0.001017308
2023-08-18,5.29,0.001017308
2023-08-25,5.31,0.001021154
2023-09-01,5.32,0.001023077
2023-09-08,5.31,0.001021154
2023-09-15,5.32,0.001023077
2023-09-22,5.32,0.001023077
2023-09-29,5.33,0.001025
2023-10-06,5.35,0.001028846
2023-10-13,5.35,0.001028846
2023-10-20,5.33,0.001025
2023-10-27,5.32,0.001023077
2023-11-03,5.30,0.001019231
2023-11-10,5.28,0.001015385
2023-11-17,5.26,0.001011538
2023-11-24,5.27,0.001013462
2023-12-01,5.26,0.001011538
2023-12-08,5.25,0.001009615
2023-12-15,5.25,0.001009615
2023-12-22,5.24,0.001007692
2023-12-29,5.24,0.001007692
2024-01-05,5.24,0.001007692
2024-01-12,5.23,0.001005769
2024-01-19,5.23,0.001005769
2024-01-26,5.21,0.001001923
2024-02-02,5.22,0.001003846
2024-02-09,5.23,0.001005769
2024-02-16,5.24,0.001007692
2024-02-23,5.25,0.001009615
2024-03-01,5.25,0.001009615
2024-03-08,5.24,0.001007692
2024-03-15,5.25,0.001009615
2024-03-22,5.24,0.001007692
2024-03-29,5.23,0.001005769
2024-04-05,5.22,0.001003846
2024-04-12,5.24,0.001007692
2024-04-19,5.25,0.001009615
2024-04-26,5.25,0.001009615
2024-05-03,5.25,0.001009615
2024-05-10,5.25,0.001009615
2024-05-17,5.25,0.001009615
2024-05-24,5.25,0.001009615
2024-05-31,5.26,0.001011538
2024-06-07,5.25,0.001009615
2024-06-14,5.25,0.001009615
2024-06-21,5.24,0.001007692
2024-06-28,5.23,0.001005769
2024-07-05,5.24,0.001007692
2024-07-12,5.22,0.001003846
2024-07-19,5.20,0.001
2024-07-26,5.18,0.000996154
2024-08-02,5.12,0.000984615
2024-08-09,5.09,0.000978846
2024-08-16,5.07,0.000975
2024-08-23,5.03,0.000967308
2024-08-30,4.98,0.000957692
2024-09-06,4.95,0.000951923
2024-09-13,4.85,0.000932692
2024-09-20,4.66,0.000896154
2024-09-27,4.51,0.000867308
2024-10-04,4.50,0.000865385
2024-10-11,4.54,0.000873077
2024-10-18,4.53,0.000871154
2024-10-25,4.51,0.000867308
2024-11-01,4.46,0.000857692
2024-11-08,4.43,0.000851923
2024-11-15,4.41,0.000848077
2024-11-22,4.42,0.00085
2024-11-29,4.40,0.000846154
2024-12-06,4.35,0.000836538
2024-12-13,4.26,0.000819231
2024-12-20,4.24,0.000815385
2024-12-27,4.24,0.000815385
2025-01-03,4.22,0.000811538
2025-01-10,4.21,0.000809615
2025-01-17,4.21,0.000809615
2025-01-24,4.22,0.000811538
2025-01-31,4.20,0.000807692
2025-02-07,4.22,0.000811538
2025-02-14,4.23,0.000813462
2025-02-21,4.22,0.000811538
2025-02-28,4.20,0.000807692
2025-03-07,4.20,0.000807692
2025-03-14,4.20,0.000807692
2025-03-21,4.20,0.000807692
2025-03-28,4.20,0.000807692
2025-04-04,4.20,0.000807692
2025-04-11,4.21,0.000809615
2025-04-18,4.22,0.000811538
2025-04-25,4.22,0.000811538
2025-05-02,4.20,0.000807692
2025-05-09,4.22,0.000811538
2025-05-16,4.28,0.000823077
2025-05-23,4.25,0.000817308
2025-05-30,4.25,0.000817308
2025-06-06,4.25,0.000817308
2025-06-13,4.26,0.000819231
2025-06-20,4.23,0.000813462
2025-06-27,4.20,0.000807692
2025-07-04,4.25,0.000817308
2025-07-11,4.26,0.000819231
2025-07-18,4.25,0.000817308
2025-07-25,4.25,0.000817308
2025-08-01,4.23,0.000813462
2025-08-08,4.15,0.000798077
2025-08-15,4.13,0.000794231
2025-08-22,4.12,0.000792308
2025-08-29,4.08,0.000784615
2025-09-05,4.00,0.000769231
2025-09-12,3.94,0.000757692
2025-09-19,3.89,0.000748077
2025-09-26,3.87,0.000744231
2025-10-03,3.86,0.000742308
2025-10-10,3.86,0.000742308
2025-10-17,3.86,0.000742308
2025-10-24,3.80,0.000730769
